bundle	pathid	name	width	height	format	mips	streamed	bytes
charactermodmaterials_assets_jpc_sdraor1_3f3d48fd8507344da076f6ebdd95e940.bundle	4765027217246000847	jpc v2 mask	512	512	DXT5	10	1	349552
charactermodmaterials_assets_jpc_sdrm81_526d2b7aa5202784fd5c0757d4be155c.bundle	404759397833923308	JPC_MC_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_jpc_sdrm81_526d2b7aa5202784fd5c0757d4be155c.bundle	3292594588840213045	JPC_V2_JPC_sdr_BaseMap 2	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_jpc_sdrm81_526d2b7aa5202784fd5c0757d4be155c.bundle	4765027217246000847	jpc v2 mask	512	512	DXT5	10	1	349552
charactermodmaterials_assets_jpc_sdrmcb_177988ae2947e82cbd4c79bd64af05d8.bundle	404759397833923308	JPC_MC_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_jpc_sdrmcb_177988ae2947e82cbd4c79bd64af05d8.bundle	3641941061834701758	JPC_V2_JPC_MCB_BaseMap	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_jpc_sdrmcb_177988ae2947e82cbd4c79bd64af05d8.bundle	4765027217246000847	jpc v2 mask	512	512	DXT5	10	1	349552
charactermodmaterials_assets_jpc_sdrmcbvet_b0a1ab47c178d82f01682d0304712187.bundle	404759397833923308	JPC_MC_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_jpc_sdrmcbvet_b0a1ab47c178d82f01682d0304712187.bundle	4765027217246000847	jpc v2 mask	512	512	DXT5	10	1	349552
charactermodmaterials_assets_jpc_sdrmcbvet_b0a1ab47c178d82f01682d0304712187.bundle	8835592911544902251	JPC Veteran AOR1_JPC_sdr_AOR1_BaseMap 2	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_jpc_sdrmcvet_640900446f39cd723e8b5a4c56ac5e21.bundle	404759397833923308	JPC_MC_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_jpc_sdrmcvet_640900446f39cd723e8b5a4c56ac5e21.bundle	408293246562580345	JPC Veteran AOR1_JPC_sdr_AOR1_BaseMap 1	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_jpc_sdrmcvet_640900446f39cd723e8b5a4c56ac5e21.bundle	4765027217246000847	jpc v2 mask	512	512	DXT5	10	1	349552
charactermodmaterials_assets_jpc_sdrrg_d0c778e4a4efe6fe32f057e725ded13b.bundle	404759397833923308	JPC_MC_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_jpc_sdrrg_d0c778e4a4efe6fe32f057e725ded13b.bundle	4765027217246000847	jpc v2 mask	512	512	DXT5	10	1	349552
charactermodmaterials_assets_jpc_sdrrg_d0c778e4a4efe6fe32f057e725ded13b.bundle	7249153921070681227	JPC_V2_JPC_sdr_BaseMap	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	-8778405584060842548	Miscellaneous_BaseColor	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	-7593294841246823107	Miscellaneous_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	-6754216386016179771	mechanixGloves_Left_Black_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	-6362433730332749606	TrellisWare_TW-950_BaseColor	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	-4786690809976567192	Patch_3DMA_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	-4418280469509723941	TrellisWare_TW-950_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	-3722872975125054220	m4Pmag_fbx_low_m4Pmag_sdr_BaseColor	512	512	DXT1	10	1	174776
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	-3522245988218056653	JPC_MC_BaseColor	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	-3101556416624164256	ANPRC152_MC_BaseColor	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	-613041228754771881	mechanixGloves_Left_Black_BaseColor	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	-565679620008599267	BackPanel_Spiritus_MC_BaseColor	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	-299951174657477897	Patch_3DMA_BaseColor	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	-140159629252651909	ANPRC152_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	404759397833923308	JPC_MC_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	3528447134581729241	Roll1_BaseColor	1024	1024	DXT1	11	1	699064
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	3752549275744622408	BackPanel_Spiritus_MC_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	5912684999359882186	Roll1_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_jpc_v2_ed7ad93ca01d445dfdaa32fb6b09b8fe.bundle	9110938486487803395	m4Pmag_fbx_low_m4Pmag_sdr_Normal	256	256	DXT5	9	1	87408
charactermodmaterials_assets_ktaraor2_43c333f54d87c89582cc270286dbe949.bundle	-6380425849344924964	MaskMap	512	512	DXT5	10	1	349552
charactermodmaterials_assets_ktaraor2_43c333f54d87c89582cc270286dbe949.bundle	-2207514004438597576	KTAR AOR2	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_ktaraor2_43c333f54d87c89582cc270286dbe949.bundle	1320062505976821454	Pouch_Ferro_Placard_KTAR_FF_OCP_DirectX_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_ktarblk_bf0559e7fdf680580853a35112c665a8.bundle	-6380425849344924964	MaskMap	512	512	DXT5	10	1	349552
charactermodmaterials_assets_ktarblk_bf0559e7fdf680580853a35112c665a8.bundle	1320062505976821454	Pouch_Ferro_Placard_KTAR_FF_OCP_DirectX_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_ktarblk_bf0559e7fdf680580853a35112c665a8.bundle	6928943818515475004	KTAR BLK	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_ktargray_26fd23cf6c85c96fc7dbde125dc46786.bundle	-6748438851933054618	KTAR GRAY	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_ktargray_26fd23cf6c85c96fc7dbde125dc46786.bundle	-6380425849344924964	MaskMap	512	512	DXT5	10	1	349552
charactermodmaterials_assets_ktargray_26fd23cf6c85c96fc7dbde125dc46786.bundle	1320062505976821454	Pouch_Ferro_Placard_KTAR_FF_OCP_DirectX_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_ktarm81_d7cbf2265f48efcf9a080db50344b359.bundle	-6380425849344924964	MaskMap	512	512	DXT5	10	1	349552
charactermodmaterials_assets_ktarm81_d7cbf2265f48efcf9a080db50344b359.bundle	1320062505976821454	Pouch_Ferro_Placard_KTAR_FF_OCP_DirectX_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_ktarm81_d7cbf2265f48efcf9a080db50344b359.bundle	5932545190823408249	KTAR M81	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_ktarmcb_772e0df1d7450d40ab88ee3c02fe8dda.bundle	-6380425849344924964	MaskMap	512	512	DXT5	10	1	349552
charactermodmaterials_assets_ktarmcb_772e0df1d7450d40ab88ee3c02fe8dda.bundle	1320062505976821454	Pouch_Ferro_Placard_KTAR_FF_OCP_DirectX_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_ktarmcb_772e0df1d7450d40ab88ee3c02fe8dda.bundle	6113343955167890568	KTAR MCB	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_ktarod_eb2aceebc56e3ec47dcf1f54c53d055b.bundle	-6380425849344924964	MaskMap	512	512	DXT5	10	1	349552
charactermodmaterials_assets_ktarod_eb2aceebc56e3ec47dcf1f54c53d055b.bundle	1320062505976821454	Pouch_Ferro_Placard_KTAR_FF_OCP_DirectX_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_ktarod_eb2aceebc56e3ec47dcf1f54c53d055b.bundle	3901928558270298643	KTAR OD	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_lenses1_9378a24b2fe565cc61001b0ac588bcee.bundle	-7299973432084902105	pgalsses_low_lenses_BaseMap	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_lenses1_9378a24b2fe565cc61001b0ac588bcee.bundle	-5199757128974835325	pgalsses_low_lenses_MaskMap	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_lenses1_9378a24b2fe565cc61001b0ac588bcee.bundle	-442348409519657206	pgalsses_low_lenses_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_lenses_d92cda333334404bdaeb830e52b53092.bundle	-7299973432084902105	pgalsses_low_lenses_BaseMap	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_lenses_d92cda333334404bdaeb830e52b53092.bundle	-5199757128974835325	pgalsses_low_lenses_MaskMap	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_lenses_d92cda333334404bdaeb830e52b53092.bundle	-442348409519657206	pgalsses_low_lenses_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_loins_584e3f84c3050e4c6eaa44dc66cb89f6.bundle	5632704288241203612	LoinsForSale	1024	1024	DXT1	11	1	699064
charactermodmaterials_assets_loins_584e3f84c3050e4c6eaa44dc66cb89f6.bundle	6330700839839410168	PatchesL_T_Patches_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m4pmag_sdr_f5a5ccb85260ee66b75be1dfb6500685.bundle	-3722872975125054220	m4Pmag_fbx_low_m4Pmag_sdr_BaseColor	512	512	DXT1	10	1	174776
charactermodmaterials_assets_m4pmag_sdr_f5a5ccb85260ee66b75be1dfb6500685.bundle	-2531708286675663313	pmag mask	256	256	DXT5	9	1	87408
charactermodmaterials_assets_m4pmag_sdr_f5a5ccb85260ee66b75be1dfb6500685.bundle	9110938486487803395	m4Pmag_fbx_low_m4Pmag_sdr_Normal	256	256	DXT5	9	1	87408
charactermodmaterials_assets_m81_f41bd6d0a572f19f0a9922fca89113af.bundle	-9123119212712545812	gunfighter_MI_Holster_Safariland_63540DO_OCP_BaseMap	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_m81_f41bd6d0a572f19f0a9922fca89113af.bundle	1456324327485166873	Holster_Safariland_63540DO_OCP_DirectX_Normal	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m81_f41bd6d0a572f19f0a9922fca89113af.bundle	4550835416119103210	HolsterMaskMap	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_arms_5fbcad3bd2c34f3c4aaa47c8d179431f.bundle	-7039755124841560009	T_Arms_ORM 1_ConvertedMask	1024	1024	DXT1	11	1	699064
charactermodmaterials_assets_m_arms_5fbcad3bd2c34f3c4aaa47c8d179431f.bundle	-6850935494712061523	DetailMap_CharacterArms	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_arms_5fbcad3bd2c34f3c4aaa47c8d179431f.bundle	3955294596470716172	T_Arms_D	4096	4096	DXT1	13	1	11184824
charactermodmaterials_assets_m_arms_5fbcad3bd2c34f3c4aaa47c8d179431f.bundle	4336838844399838798	T_Arms_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_eye_5a606edc17361b43d7e678cdd51e7349.bundle	-4011818594169371398	M_Eye_MaskMap	4	4	DXT1	3	1	24
charactermodmaterials_assets_m_eye_5a606edc17361b43d7e678cdd51e7349.bundle	3085805632666336703	T_EyeMidPlaneDisplacement	512	512	BC6H	10	1	349552
charactermodmaterials_assets_m_eye_5a606edc17361b43d7e678cdd51e7349.bundle	3437701384207192094	T_Eye_N	512	512	DXT5	10	1	349552
charactermodmaterials_assets_m_eye_5a606edc17361b43d7e678cdd51e7349.bundle	5839935163855555760	T_Headgears_E	256	256	DXT1	9	1	43704
charactermodmaterials_assets_m_eye_5a606edc17361b43d7e678cdd51e7349.bundle	7066832438888694898	T_Eye_D	1024	1024	DXT1	11	1	699064
charactermodmaterials_assets_m_eyelashes_0f4119326b24f43f047b53b70e74c92c.bundle	2516131521201861114	T_EyeLashes_D	512	512	DXT5	10	1	349552
charactermodmaterials_assets_m_head_b680b359fc074c55b1cc7f4e4af3e0a2.bundle	-8952541651943706937	head_mask	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_head_b680b359fc074c55b1cc7f4e4af3e0a2.bundle	-8861907358024641217	T_Head_D	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_m_head_b680b359fc074c55b1cc7f4e4af3e0a2.bundle	-1126172362395132993	meat_tile_AlbedoTransparency_1	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_m_head_b680b359fc074c55b1cc7f4e4af3e0a2.bundle	-1032928660926974522	T_Head_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_head_b680b359fc074c55b1cc7f4e4af3e0a2.bundle	2341776105965893139	meat_tile_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_pantscamod_f7fdcf4a2754abba45db88579146bd9a.bundle	-5904310046973877725	T_Pants_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_pantscamod_f7fdcf4a2754abba45db88579146bd9a.bundle	-2868910691458989641	T_Pants_CamoD_D	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pantscamod_f7fdcf4a2754abba45db88579146bd9a.bundle	2600874603459151935	M_PantsCamoD_MaskMap	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pantscamod_nowind_c5eb69288e6dd49bc3cef4c0f52cdfb2.bundle	-5904310046973877725	T_Pants_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_pantscamod_nowind_c5eb69288e6dd49bc3cef4c0f52cdfb2.bundle	-2868910691458989641	T_Pants_CamoD_D	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pantscamod_nowind_c5eb69288e6dd49bc3cef4c0f52cdfb2.bundle	2600874603459151935	M_PantsCamoD_MaskMap	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pantscamoi_204e123ff4a383208c61c881c12f5f5c.bundle	-5904310046973877725	T_Pants_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_pantscamoi_204e123ff4a383208c61c881c12f5f5c.bundle	4872131507075586970	T_Pants_CamoI_D	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pantscamoi_204e123ff4a383208c61c881c12f5f5c.bundle	4933496601617561199	M_PantsCamoI_MaskMap	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pantscolora_1b69bf6626c4b175a646fd441195bf3a.bundle	-5904310046973877725	T_Pants_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_pantscolora_1b69bf6626c4b175a646fd441195bf3a.bundle	-2004264128880818769	T_Pants_ColorA_D	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pantscolora_1b69bf6626c4b175a646fd441195bf3a.bundle	4907020642045936411	M_PantsColorA_MaskMap	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pantscolora_nowind_f2840da45cfe775b9eba7106eeac0a7a.bundle	-5904310046973877725	T_Pants_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_pantscolora_nowind_f2840da45cfe775b9eba7106eeac0a7a.bundle	-2004264128880818769	T_Pants_ColorA_D	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pantscolora_nowind_f2840da45cfe775b9eba7106eeac0a7a.bundle	4907020642045936411	M_PantsColorA_MaskMap	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pantscolorc_82101890ad9d605e5ec246b8bd91dafd.bundle	-5904310046973877725	T_Pants_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_pantscolorc_82101890ad9d605e5ec246b8bd91dafd.bundle	1795532336547829935	T_Pants_ColorC_D	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pantscolorc_82101890ad9d605e5ec246b8bd91dafd.bundle	7942711275337399860	M_PantsColorC_MaskMap	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pantscolore_a4a0aa18aa44d02247d39bc921ae2e2a.bundle	-5904310046973877725	T_Pants_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_pantscolore_a4a0aa18aa44d02247d39bc921ae2e2a.bundle	-1462689816585095122	T_Pants_ColorE_D	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pantscolore_a4a0aa18aa44d02247d39bc921ae2e2a.bundle	2843158201099420020	M_PantsColorE_MaskMap	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pouchescolori_1120dc6acac18a2364bc23c803797941.bundle	-5535158385803321042	T_Pouches_N	32	32	DXT5	6	1	1392
charactermodmaterials_assets_m_pouchescolori_1120dc6acac18a2364bc23c803797941.bundle	3375613212669207273	M_PouchesColorI_MaskMap	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_pouchescolori_1120dc6acac18a2364bc23c803797941.bundle	6093802323506572878	T_Pouches_ColorI_D	32	32	DXT5	6	1	1392
charactermodmaterials_assets_m_shirtaor2_a2677215316870139226ec13a1b8539e.bundle	-8549424110280258896	AOR2	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_m_shirtaor2_a2677215316870139226ec13a1b8539e.bundle	8060528458763672942	T_Shirt_N_used	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_shirtaor2_a2677215316870139226ec13a1b8539e.bundle	8834614051917156330	M_ShirtCamoD_MaskMap	1024	1024	DXT5	11	1	1398128
charactermodmaterials_assets_m_unloadingcamoa_316804cc7cafa75538b4dd635cc25841.bundle	-1843547785163297813	T_Unloading_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_unloadingcamoa_316804cc7cafa75538b4dd635cc25841.bundle	-922242517425469008	T_Unloading_CamoA_D	32	32	DXT5	6	1	1392
charactermodmaterials_assets_m_unloadingcamoa_316804cc7cafa75538b4dd635cc25841.bundle	2989791146156162302	M_UnloadingCamoA_MaskMap	128	128	DXT5	8	1	21872
charactermodmaterials_assets_m_unloadingcamod_4247a7cf1a4e1154ca66ba1859aae858.bundle	-1843547785163297813	T_Unloading_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_unloadingcamod_4247a7cf1a4e1154ca66ba1859aae858.bundle	-686983446568322389	M_UnloadingCamoD_MaskMap	128	128	DXT5	8	1	21872
charactermodmaterials_assets_m_unloadingcamod_4247a7cf1a4e1154ca66ba1859aae858.bundle	8776147783230407240	T_Unloading_CamoD_D	32	32	DXT5	6	1	1392
charactermodmaterials_assets_m_unloadingcamomcb_2d006f61f7b286c3351a8aa1f0bc896f.bundle	-5886321872373629718	M_UnloadingColorI_MaskMap	128	128	DXT5	8	1	21872
charactermodmaterials_assets_m_unloadingcamomcb_2d006f61f7b286c3351a8aa1f0bc896f.bundle	-1843547785163297813	T_Unloading_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_unloadingcamomcb_2d006f61f7b286c3351a8aa1f0bc896f.bundle	4474970330822366111	Hat_M_UnloadingCamo_MCB_BaseMap	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_m_unloadingcolord_3fa2b1d8741e08d553ca4259d049738d.bundle	-2229151537777395262	M_UnloadingColorD_MaskMap	128	128	DXT5	8	1	21872
charactermodmaterials_assets_m_unloadingcolord_3fa2b1d8741e08d553ca4259d049738d.bundle	-1843547785163297813	T_Unloading_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_unloadingcolord_3fa2b1d8741e08d553ca4259d049738d.bundle	7337367362332023591	T_Unloading_ColorD_D	32	32	DXT5	6	1	1392
charactermodmaterials_assets_m_unloadingcolore_2b894409470516b6a199763ad1f48fbd.bundle	-1843547785163297813	T_Unloading_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_unloadingcolore_2b894409470516b6a199763ad1f48fbd.bundle	-1023021571058137974	T_Unloading_ColorE_D	32	32	DXT5	6	1	1392
charactermodmaterials_assets_m_unloadingcolore_2b894409470516b6a199763ad1f48fbd.bundle	4686625569460719964	M_UnloadingColorE_MaskMap	128	128	DXT5	8	1	21872
charactermodmaterials_assets_m_unloadingcolorf_b6c962bcac885d1d781990c3cca8a960.bundle	-1843547785163297813	T_Unloading_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_unloadingcolorf_b6c962bcac885d1d781990c3cca8a960.bundle	1364311398680701060	T_Unloading_ColorF_D	32	32	DXT5	6	1	1392
charactermodmaterials_assets_m_unloadingcolorf_b6c962bcac885d1d781990c3cca8a960.bundle	4632998257284071154	M_UnloadingColorF_MaskMap	128	128	DXT5	8	1	21872
charactermodmaterials_assets_m_unloadingcolori1_b85233a3d445d48dc55a33e7e0deee1c.bundle	-5886321872373629718	M_UnloadingColorI_MaskMap	128	128	DXT5	8	1	21872
charactermodmaterials_assets_m_unloadingcolori1_b85233a3d445d48dc55a33e7e0deee1c.bundle	-2787394474428969497	WHITE HAT	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_unloadingcolori1_b85233a3d445d48dc55a33e7e0deee1c.bundle	-1843547785163297813	T_Unloading_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_m_unloadingcolori_6c96c935fc38fb410fe60757f1a77452.bundle	-5886321872373629718	M_UnloadingColorI_MaskMap	128	128	DXT5	8	1	21872
charactermodmaterials_assets_m_unloadingcolori_6c96c935fc38fb410fe60757f1a77452.bundle	-3818421789989070081	T_Unloading_ColorI_D	32	32	DXT5	6	1	1392
charactermodmaterials_assets_m_unloadingcolori_6c96c935fc38fb410fe60757f1a77452.bundle	-1843547785163297813	T_Unloading_N	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_mechanicxgloves_left_black_sdr1_50ceef048677db0eeb69c12cc80d8338.bundle	-3135482538631436981	Gloves_Mechanix_Rigged Combino_MechanicxGloves_Left_Black_sdr.001_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_mechanicxgloves_left_black_sdr1_50ceef048677db0eeb69c12cc80d8338.bundle	812966208762153460	Gloves_Mechanix_Rigged Combino_MechanicxGloves_Left_Black_sdr.001_BaseMap	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_mechanicxgloves_left_black_sdr1_50ceef048677db0eeb69c12cc80d8338.bundle	8871678876468994221	Gloves_Mechanix_Rigged Combino_MechanicxGloves_Left_Black_sdr.001_MaskMap	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_mechanicxgloves_left_black_sdr2_d1a0256f0bb1c20c2a342a77e6a205e3.bundle	-7509488436099991547	mechanixGloves_Left_BlackWhite_BaseColor	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_mechanicxgloves_left_black_sdr2_d1a0256f0bb1c20c2a342a77e6a205e3.bundle	3038933815523849605	mechanixGloves_Left_BlackWhite_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_mechanicxgloves_left_black_sdr2_d1a0256f0bb1c20c2a342a77e6a205e3.bundle	3909854965358838983	LitMask	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_mechanicxgloves_left_black_sdr3_68e9d3d3a0b0412996987113dfe3d95c.bundle	-6227654387415427067	Gloves_Mechanix_Rigged Combino_MechanicxGloves_Left_Black_sdr.001_MaskMap	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_mechanicxgloves_left_black_sdr3_68e9d3d3a0b0412996987113dfe3d95c.bundle	-1477372571564629247	Gloves_Mechanix_Rigged Combino_MechanicxGloves_Left_Black_sdr.001_BaseMap	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_mechanicxgloves_left_black_sdr3_68e9d3d3a0b0412996987113dfe3d95c.bundle	3038933815523849605	mechanixGloves_Left_BlackWhite_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_mechanicxgloves_left_black_sdr4_7b95aa501766ecf7969c8b32e61b29c3.bundle	-6275001667143555685	Gloves_Mechanix_Rigged Combino_MechanicxGloves_Left_Black_sdr.001_BaseMap	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_mechanicxgloves_left_black_sdr4_7b95aa501766ecf7969c8b32e61b29c3.bundle	-6227654387415427067	Gloves_Mechanix_Rigged Combino_MechanicxGloves_Left_Black_sdr.001_MaskMap	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_mechanicxgloves_left_black_sdr4_7b95aa501766ecf7969c8b32e61b29c3.bundle	3038933815523849605	mechanixGloves_Left_BlackWhite_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_mechanicxgloves_left_black_sdr5_c2bd11022c0f01448aedaf0dae54989a.bundle	-6227654387415427067	Gloves_Mechanix_Rigged Combino_MechanicxGloves_Left_Black_sdr.001_MaskMap	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_mechanicxgloves_left_black_sdr5_c2bd11022c0f01448aedaf0dae54989a.bundle	3038933815523849605	mechanixGloves_Left_BlackWhite_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_mechanicxgloves_left_black_sdr5_c2bd11022c0f01448aedaf0dae54989a.bundle	3699876927150687643	Gloves_Mechanix_Rigged Combino_MechanicxGloves_Left_Black_sdr.001_BaseMap	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_mechanicxgloves_left_black_sdr6_a462b2415f2660806bc896f25d8e3082.bundle	-6227654387415427067	Gloves_Mechanix_Rigged Combino_MechanicxGloves_Left_Black_sdr.001_MaskMap	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_mechanicxgloves_left_black_sdr6_a462b2415f2660806bc896f25d8e3082.bundle	2409286363405378426	Gloves_Mechanix_Rigged Combino_MechanicxGloves_Left_Black_sdr.001_BaseMap	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_mechanicxgloves_left_black_sdr6_a462b2415f2660806bc896f25d8e3082.bundle	3038933815523849605	mechanixGloves_Left_BlackWhite_Normal	2048	2048	DXT5	12	1	5592432
charactermodmaterials_assets_mechanicxgloves_left_black_sdr7_882ee4f7c2a58b117446bc9bb64d8f15.bundle	-7509488436099991547	mechanixGloves_Left_BlackWhite_BaseColor	2048	2048	DXT1	12	1	2796216
charactermodmaterials_assets_mechanicxgloves_left_black_sdr7_882ee4f7c2a58b117446bc9bb64d8f15.bundle	3038933815523849605	mechanixGloves_Left_BlackWhite_Normal	2048	2048	DXT5	12	1	5592432
