bundle	material	prop	tex_pathid	tex_name	scale_x	scale_y	off_x	off_y
charactermodmaterials_assets_mi_airframe_helmetmulticamalpine_a99393dba5ae3cc2af91070e9fe28a12.bundle	MI_Airframe_Helmet Multicam Alpine	_BaseColorMap	7290639127015737333	Multicam Alpine	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamalpine_a99393dba5ae3cc2af91070e9fe28a12.bundle	MI_Airframe_Helmet Multicam Alpine	_MainTex	7290639127015737333	Multicam Alpine	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamalpine_a99393dba5ae3cc2af91070e9fe28a12.bundle	MI_Airframe_Helmet Multicam Alpine	_MaskMap	294201594234694744	LitMask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamalpine_a99393dba5ae3cc2af91070e9fe28a12.bundle	MI_Airframe_Helmet Multicam Alpine	_NormalMap	7583610427581129423	Airframe_Helmet_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamblack1_08177e694adb5ac9f888ede7fe671181.bundle	MI_Airframe_Helmet Multicam Black 1	_BaseColorMap	6749820464688147766	Multicam Black 1	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamblack1_08177e694adb5ac9f888ede7fe671181.bundle	MI_Airframe_Helmet Multicam Black 1	_MainTex	6749820464688147766	Multicam Black 1	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamblack1_08177e694adb5ac9f888ede7fe671181.bundle	MI_Airframe_Helmet Multicam Black 1	_MaskMap	294201594234694744	LitMask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamblack1_08177e694adb5ac9f888ede7fe671181.bundle	MI_Airframe_Helmet Multicam Black 1	_NormalMap	7583610427581129423	Airframe_Helmet_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamblack2_c39f1fa48a8b1c9f29b8aa2afac4bc35.bundle	MI_Airframe_Helmet Multicam Black 2	_BaseColorMap	4918847006359814479	Multicam Black 2	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamblack2_c39f1fa48a8b1c9f29b8aa2afac4bc35.bundle	MI_Airframe_Helmet Multicam Black 2	_MainTex	4918847006359814479	Multicam Black 2	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamblack2_c39f1fa48a8b1c9f29b8aa2afac4bc35.bundle	MI_Airframe_Helmet Multicam Black 2	_MaskMap	294201594234694744	LitMask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamblack2_c39f1fa48a8b1c9f29b8aa2afac4bc35.bundle	MI_Airframe_Helmet Multicam Black 2	_NormalMap	7583610427581129423	Airframe_Helmet_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamjungle_6be7829b66a8ad1380dd8f47649bed85.bundle	MI_Airframe_Helmet Multicam Jungle	_BaseColorMap	-5049466717270202275	Multicam Jungle	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamjungle_6be7829b66a8ad1380dd8f47649bed85.bundle	MI_Airframe_Helmet Multicam Jungle	_MainTex	-5049466717270202275	Multicam Jungle	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamjungle_6be7829b66a8ad1380dd8f47649bed85.bundle	MI_Airframe_Helmet Multicam Jungle	_MaskMap	294201594234694744	LitMask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetmulticamjungle_6be7829b66a8ad1380dd8f47649bed85.bundle	MI_Airframe_Helmet Multicam Jungle	_NormalMap	7583610427581129423	Airframe_Helmet_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetrg1_4ba0536392010ced1f1fc8f5e3bf0d92.bundle	MI_Airframe_Helmet RG 1	_BaseColorMap	-8130112068089411512	Ranger Green Battleworn	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetrg1_4ba0536392010ced1f1fc8f5e3bf0d92.bundle	MI_Airframe_Helmet RG 1	_MainTex	-8130112068089411512	Ranger Green Battleworn	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetrg1_4ba0536392010ced1f1fc8f5e3bf0d92.bundle	MI_Airframe_Helmet RG 1	_MaskMap	294201594234694744	LitMask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetrg1_4ba0536392010ced1f1fc8f5e3bf0d92.bundle	MI_Airframe_Helmet RG 1	_NormalMap	7583610427581129423	Airframe_Helmet_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetrg_54d0e17aeaaea1107c77387e512d5ed2.bundle	MI_Airframe_Helmet RG	_BaseColorMap	535325231645813771	Ranger Green	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetrg_54d0e17aeaaea1107c77387e512d5ed2.bundle	MI_Airframe_Helmet RG	_MainTex	535325231645813771	Ranger Green	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetrg_54d0e17aeaaea1107c77387e512d5ed2.bundle	MI_Airframe_Helmet RG	_MaskMap	294201594234694744	LitMask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmetrg_54d0e17aeaaea1107c77387e512d5ed2.bundle	MI_Airframe_Helmet RG	_NormalMap	7583610427581129423	Airframe_Helmet_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmettan1_0811905e1f310d80df78ff8896387247.bundle	MI_Airframe_Helmet Tan 1	_BaseColorMap	3649664842632745127	Tan Battleworn	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmettan1_0811905e1f310d80df78ff8896387247.bundle	MI_Airframe_Helmet Tan 1	_MainTex	3649664842632745127	Tan Battleworn	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmettan1_0811905e1f310d80df78ff8896387247.bundle	MI_Airframe_Helmet Tan 1	_MaskMap	294201594234694744	LitMask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmettan1_0811905e1f310d80df78ff8896387247.bundle	MI_Airframe_Helmet Tan 1	_NormalMap	7583610427581129423	Airframe_Helmet_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmettan_26b107a72a4e38220acdc10213fbbae6.bundle	MI_Airframe_Helmet Tan	_BaseColorMap	-4848366639151827583	Tan	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmettan_26b107a72a4e38220acdc10213fbbae6.bundle	MI_Airframe_Helmet Tan	_MainTex	-4848366639151827583	Tan	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmettan_26b107a72a4e38220acdc10213fbbae6.bundle	MI_Airframe_Helmet Tan	_MaskMap	294201594234694744	LitMask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_airframe_helmettan_26b107a72a4e38220acdc10213fbbae6.bundle	MI_Airframe_Helmet Tan	_NormalMap	7583610427581129423	Airframe_Helmet_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_ambdominalprocrye_deeb2f2ad70100434e42f2b88a63faaf.bundle	MI_AmbdominalProCrye	_BaseColorMap	-1646247586528686244	abdominalProCrye_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_ambdominalprocrye_deeb2f2ad70100434e42f2b88a63faaf.bundle	MI_AmbdominalProCrye	_MainTex	-1646247586528686244	abdominalProCrye_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_ambdominalprocrye_deeb2f2ad70100434e42f2b88a63faaf.bundle	MI_AmbdominalProCrye	_MaskMap	-2953652794441810640	procryemask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_ambdominalprocrye_deeb2f2ad70100434e42f2b88a63faaf.bundle	MI_AmbdominalProCrye	_NormalMap	-2915526408036890131	abdominalProCrye_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_ambdominalprocryeblk_1cf8f65d8342e9c003d825784808dccf.bundle	MI_AmbdominalProCrye BLK	_MaskMap	-2953652794441810640	procryemask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_ambdominalprocryeblk_1cf8f65d8342e9c003d825784808dccf.bundle	MI_AmbdominalProCrye BLK	_NormalMap	-2915526408036890131	abdominalProCrye_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_ambdominalprocryecoyote_e908ed91863bac42f7034dfc114ee126.bundle	MI_AmbdominalProCrye Coyote	_MaskMap	-2953652794441810640	procryemask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_ambdominalprocryecoyote_e908ed91863bac42f7034dfc114ee126.bundle	MI_AmbdominalProCrye Coyote	_NormalMap	-2915526408036890131	abdominalProCrye_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_ambdominalprocryerg_78f1b3df76bd2920c7ac464869a08849.bundle	MI_AmbdominalProCrye RG	_MaskMap	-2953652794441810640	procryemask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_ambdominalprocryerg_78f1b3df76bd2920c7ac464869a08849.bundle	MI_AmbdominalProCrye RG	_NormalMap	-2915526408036890131	abdominalProCrye_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_amp_blk_e05769e5b465d17e238a3fbc97339eb3.bundle	MI_AMP_blk	_BaseColorMap	-2564469678230215999	AMP_MI_AMP_Tan_BaseMap	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_amp_blk_e05769e5b465d17e238a3fbc97339eb3.bundle	MI_AMP_blk	_MainTex	-2564469678230215999	AMP_MI_AMP_Tan_BaseMap	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_amp_blk_e05769e5b465d17e238a3fbc97339eb3.bundle	MI_AMP_blk	_MaskMap	45062219300259012	AMP_mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_amp_blk_e05769e5b465d17e238a3fbc97339eb3.bundle	MI_AMP_blk	_NormalMap	-1794352607699472445	AMP_Tan_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_amp_tan_faf803b6555b06c86b5f80fec76fde83.bundle	MI_AMP_Tan	_BaseColorMap	1192576216161330104	AMP_Tan_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_amp_tan_faf803b6555b06c86b5f80fec76fde83.bundle	MI_AMP_Tan	_MainTex	1192576216161330104	AMP_Tan_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_amp_tan_faf803b6555b06c86b5f80fec76fde83.bundle	MI_AMP_Tan	_MaskMap	45062219300259012	AMP_mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_amp_tan_faf803b6555b06c86b5f80fec76fde83.bundle	MI_AMP_Tan	_NormalMap	-1794352607699472445	AMP_Tan_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc15211_44e1ff77b04d9c0ce269a9036442816e.bundle	MI_ANPRC152 1	_BaseColorMap	659879125127828138	ANPRC152_AOR2_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc15211_44e1ff77b04d9c0ce269a9036442816e.bundle	MI_ANPRC152 1	_MainTex	659879125127828138	ANPRC152_AOR2_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc15211_44e1ff77b04d9c0ce269a9036442816e.bundle	MI_ANPRC152 1	_MaskMap	5876751442231831518	anprcmask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc15211_44e1ff77b04d9c0ce269a9036442816e.bundle	MI_ANPRC152 1	_NormalMap	-1890190017146071649	ANPRC152_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc1521_a1f32df9401ae4609d49638b1aa5c1cc.bundle	MI_ANPRC152 1	_BaseColorMap	-9031459484930240455	ANPRC152_MC_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc1521_a1f32df9401ae4609d49638b1aa5c1cc.bundle	MI_ANPRC152 1	_MainTex	-9031459484930240455	ANPRC152_MC_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc1521_a1f32df9401ae4609d49638b1aa5c1cc.bundle	MI_ANPRC152 1	_MaskMap	7882849212297668020	ANPRC152 Mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc1521_a1f32df9401ae4609d49638b1aa5c1cc.bundle	MI_ANPRC152 1	_NormalMap	3627179647640383653	ANPRC152_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc15221_d537a05a3fb1c8b8402eb4c89354fd5e.bundle	MI_ANPRC152 2	_BaseColorMap	-3022176540886067177	ANPRC152_Black_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc15221_d537a05a3fb1c8b8402eb4c89354fd5e.bundle	MI_ANPRC152 2	_MainTex	-3022176540886067177	ANPRC152_Black_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc15221_d537a05a3fb1c8b8402eb4c89354fd5e.bundle	MI_ANPRC152 2	_MaskMap	5876751442231831518	anprcmask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc15221_d537a05a3fb1c8b8402eb4c89354fd5e.bundle	MI_ANPRC152 2	_NormalMap	-1890190017146071649	ANPRC152_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc1522_0f9819995e37d5c26e05cf64e7147b34.bundle	MI_ANPRC152	_BaseColorMap	751911747652077292	ANPRC152_Black_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc1522_0f9819995e37d5c26e05cf64e7147b34.bundle	MI_ANPRC152	_MainTex	751911747652077292	ANPRC152_Black_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc1522_0f9819995e37d5c26e05cf64e7147b34.bundle	MI_ANPRC152	_MaskMap	7882849212297668020	ANPRC152 Mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc1522_0f9819995e37d5c26e05cf64e7147b34.bundle	MI_ANPRC152	_NormalMap	3627179647640383653	ANPRC152_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc1523_49e25ca9691b24bd976853f2fcbd6359.bundle	MI_ANPRC152 3	_BaseColorMap	-5182640760558447192	ANPRC152_MC_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc1523_49e25ca9691b24bd976853f2fcbd6359.bundle	MI_ANPRC152 3	_MainTex	-5182640760558447192	ANPRC152_MC_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc1523_49e25ca9691b24bd976853f2fcbd6359.bundle	MI_ANPRC152 3	_MaskMap	5876751442231831518	anprcmask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc1523_49e25ca9691b24bd976853f2fcbd6359.bundle	MI_ANPRC152 3	_NormalMap	-1890190017146071649	ANPRC152_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152_2db0efde2749b46450e05c82eac54811.bundle	MI_ANPRC152	_BaseColorMap	-7131861413375881217	ANPRC152_AOR1_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152_2db0efde2749b46450e05c82eac54811.bundle	MI_ANPRC152	_MainTex	-7131861413375881217	ANPRC152_AOR1_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152_2db0efde2749b46450e05c82eac54811.bundle	MI_ANPRC152	_MaskMap	5876751442231831518	anprcmask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152_2db0efde2749b46450e05c82eac54811.bundle	MI_ANPRC152	_NormalMap	-1890190017146071649	ANPRC152_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152aor1_ba2e2c241e8383a70cdbf0038174418a.bundle	MI_ANPRC152 AOR1	_BaseColorMap	7764179186595574416	ANPRC152_AOR1_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152aor1_ba2e2c241e8383a70cdbf0038174418a.bundle	MI_ANPRC152 AOR1	_MainTex	7764179186595574416	ANPRC152_AOR1_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152aor1_ba2e2c241e8383a70cdbf0038174418a.bundle	MI_ANPRC152 AOR1	_MaskMap	7882849212297668020	ANPRC152 Mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152aor1_ba2e2c241e8383a70cdbf0038174418a.bundle	MI_ANPRC152 AOR1	_NormalMap	3627179647640383653	ANPRC152_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152coyote_da328514e293b288fd12b40a26f05ba8.bundle	MI_ANPRC152 Coyote	_BaseColorMap	-5162766015998105234	ANPRC152_Coyote_BaseColor 1	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152coyote_da328514e293b288fd12b40a26f05ba8.bundle	MI_ANPRC152 Coyote	_MainTex	-5162766015998105234	ANPRC152_Coyote_BaseColor 1	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152coyote_da328514e293b288fd12b40a26f05ba8.bundle	MI_ANPRC152 Coyote	_MaskMap	7882849212297668020	ANPRC152 Mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152coyote_da328514e293b288fd12b40a26f05ba8.bundle	MI_ANPRC152 Coyote	_NormalMap	3627179647640383653	ANPRC152_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152mcb_d718cc0e54622bdc4b279225f52bc2f8.bundle	MI_ANPRC152 MCB	_BaseColorMap	7140523344013856700	AVS DIsass_MI_ANPRC152_BaseMap	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152mcb_d718cc0e54622bdc4b279225f52bc2f8.bundle	MI_ANPRC152 MCB	_MainTex	7140523344013856700	AVS DIsass_MI_ANPRC152_BaseMap	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152mcb_d718cc0e54622bdc4b279225f52bc2f8.bundle	MI_ANPRC152 MCB	_MaskMap	7882849212297668020	ANPRC152 Mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152mcb_d718cc0e54622bdc4b279225f52bc2f8.bundle	MI_ANPRC152 MCB	_NormalMap	3627179647640383653	ANPRC152_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152rg_6cc8db9864acad5fea118ae488312434.bundle	MI_ANPRC152 RG	_BaseColorMap	-7480052320283702633	SKM_AVS_Rifleman_V1_ANPRC_Pouch_L_MI_ANPRC152_BaseMap	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152rg_6cc8db9864acad5fea118ae488312434.bundle	MI_ANPRC152 RG	_MainTex	-7480052320283702633	SKM_AVS_Rifleman_V1_ANPRC_Pouch_L_MI_ANPRC152_BaseMap	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152rg_6cc8db9864acad5fea118ae488312434.bundle	MI_ANPRC152 RG	_MaskMap	7882849212297668020	ANPRC152 Mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_anprc152rg_6cc8db9864acad5fea118ae488312434.bundle	MI_ANPRC152 RG	_NormalMap	3627179647640383653	ANPRC152_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_ate_hhv_helmet_3d79315a5657a7040374031a375dc547.bundle	MI_ATE_HHV_Helmet	_BaseColorMap	-524117585126362245	ATE_HHV_Helmet_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_ate_hhv_helmet_3d79315a5657a7040374031a375dc547.bundle	MI_ATE_HHV_Helmet	_MainTex	-524117585126362245	ATE_HHV_Helmet_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_ate_hhv_helmet_3d79315a5657a7040374031a375dc547.bundle	MI_ATE_HHV_Helmet	_MaskMap	-3526843347130037919	LitMask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_ate_hhv_helmet_3d79315a5657a7040374031a375dc547.bundle	MI_ATE_HHV_Helmet	_NormalMap	7947546600124597358	ATE_HHV_Helmet_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_aor1_f8714167dfcb6b1f429a637194400cc8.bundle	MI_AVS_AOR1	_BaseColorMap	4398483187575325673	AVS DISASSEMBLED_MI_AVS_RG_BaseMap	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_aor1_f8714167dfcb6b1f429a637194400cc8.bundle	MI_AVS_AOR1	_MainTex	4398483187575325673	AVS DISASSEMBLED_MI_AVS_RG_BaseMap	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_aor1_f8714167dfcb6b1f429a637194400cc8.bundle	MI_AVS_AOR1	_MaskMap	-1138282692917708298	AVS_Mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_aor1_f8714167dfcb6b1f429a637194400cc8.bundle	MI_AVS_AOR1	_NormalMap	-483230761371440756	AVS_MC_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_atacs_0737b0d955b8848a8c372595e9584aed.bundle	MI_AVS_ATACS	_BaseColorMap	3876625781091508381	AVS_ATACS_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_atacs_0737b0d955b8848a8c372595e9584aed.bundle	MI_AVS_ATACS	_MainTex	3876625781091508381	AVS_ATACS_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_atacs_0737b0d955b8848a8c372595e9584aed.bundle	MI_AVS_ATACS	_MaskMap	-1138282692917708298	AVS_Mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_atacs_0737b0d955b8848a8c372595e9584aed.bundle	MI_AVS_ATACS	_NormalMap	-483230761371440756	AVS_MC_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_blk_ca1db8430c53a338cb97a12f5185ada5.bundle	MI_AVS_BLK	_BaseColorMap	1468479702984406774	AVS_Black_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_blk_ca1db8430c53a338cb97a12f5185ada5.bundle	MI_AVS_BLK	_MainTex	1468479702984406774	AVS_Black_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_blk_ca1db8430c53a338cb97a12f5185ada5.bundle	MI_AVS_BLK	_MaskMap	-1138282692917708298	AVS_Mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_blk_ca1db8430c53a338cb97a12f5185ada5.bundle	MI_AVS_BLK	_NormalMap	-483230761371440756	AVS_MC_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_coyote_b72da15e044b5c52a0ceda2a3d21b963.bundle	MI_AVS_Coyote	_BaseColorMap	-5320462505914630683	SKM_AVS_JTAC_V1_MI_AVS_MC_BaseMap 1	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_coyote_b72da15e044b5c52a0ceda2a3d21b963.bundle	MI_AVS_Coyote	_MainTex	-5320462505914630683	SKM_AVS_JTAC_V1_MI_AVS_MC_BaseMap 1	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_coyote_b72da15e044b5c52a0ceda2a3d21b963.bundle	MI_AVS_Coyote	_MaskMap	-1138282692917708298	AVS_Mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_coyote_b72da15e044b5c52a0ceda2a3d21b963.bundle	MI_AVS_Coyote	_NormalMap	-483230761371440756	AVS_MC_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_mc_6d2c325d29e171372a8a4dab6c369543.bundle	MI_AVS_MC	_BaseColorMap	2635402209489490340	AVS_MC_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_mc_6d2c325d29e171372a8a4dab6c369543.bundle	MI_AVS_MC	_MainTex	2635402209489490340	AVS_MC_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_mc_6d2c325d29e171372a8a4dab6c369543.bundle	MI_AVS_MC	_MaskMap	-1138282692917708298	AVS_Mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_mc_6d2c325d29e171372a8a4dab6c369543.bundle	MI_AVS_MC	_NormalMap	-483230761371440756	AVS_MC_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_mcb_ae538b15ed2ca0db2ba3a5b327f67092.bundle	MI_AVS_MCB	_BaseColorMap	481326189805605904	AVS DIsass_MI_AVS_RG_BaseMap	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_mcb_ae538b15ed2ca0db2ba3a5b327f67092.bundle	MI_AVS_MCB	_MainTex	481326189805605904	AVS DIsass_MI_AVS_RG_BaseMap	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_mcb_ae538b15ed2ca0db2ba3a5b327f67092.bundle	MI_AVS_MCB	_MaskMap	-1138282692917708298	AVS_Mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_mcb_ae538b15ed2ca0db2ba3a5b327f67092.bundle	MI_AVS_MCB	_NormalMap	-483230761371440756	AVS_MC_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_rg_dd691a84aeabc0399a5b902594cf6425.bundle	MI_AVS_RG	_BaseColorMap	3077875605862076422	SKM_AVS_JTAC_V1_MI_AVS_RG_BaseMap 1	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_rg_dd691a84aeabc0399a5b902594cf6425.bundle	MI_AVS_RG	_MainTex	3077875605862076422	SKM_AVS_JTAC_V1_MI_AVS_RG_BaseMap 1	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_rg_dd691a84aeabc0399a5b902594cf6425.bundle	MI_AVS_RG	_MaskMap	-1138282692917708298	AVS_Mask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_rg_dd691a84aeabc0399a5b902594cf6425.bundle	MI_AVS_RG	_NormalMap	-483230761371440756	AVS_MC_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_zipon_bag1_a331d4d5f2231ad7acdb5058a0b15ab9.bundle	MI_AVS_Zipon_bag 1	_BumpMap	1614216018611478012	AVS_bag_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_zipon_bag1_a331d4d5f2231ad7acdb5058a0b15ab9.bundle	MI_AVS_Zipon_bag 1	_MainTex	3210925401441882168	AVS_bag_Black_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_zipon_bag1_a331d4d5f2231ad7acdb5058a0b15ab9.bundle	MI_AVS_Zipon_bag 1	_MetallicGlossMap	3333482349245043430	AVS_bag_Metalness	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_zipon_bag1_a331d4d5f2231ad7acdb5058a0b15ab9.bundle	MI_AVS_Zipon_bag 1	_SpecGlossMap	-6703589055201911846	AVS_bag_Roughness	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_zipon_bag_0073e8677e9a8036c1107061a2248f2d.bundle	MI_AVS_Zipon_bag	_BumpMap	1614216018611478012	AVS_bag_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_mi_avs_zipon_bag_0073e8677e9a8036c1107061a2248f2d.bundle	MI_AVS_Zipon_bag	_MainTex	2022093836102409170	AVS_bag_BaseColor	1.0	1.0	0.0	0.0
