bundle	pathid	name	shader_pathid	shader_name
charactermodmaterials_assets_mi_amp_blk_e05769e5b465d17e238a3fbc97339eb3.bundle	-8747026101276999389	MI_AMP_blk	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_amp_tan_faf803b6555b06c86b5f80fec76fde83.bundle	-2684604710451802909	MI_AMP_Tan	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_anprc15211_44e1ff77b04d9c0ce269a9036442816e.bundle	8083109511837180063	MI_ANPRC152 1	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_anprc1521_a1f32df9401ae4609d49638b1aa5c1cc.bundle	-1610166814437799206	MI_ANPRC152 1	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_anprc15221_d537a05a3fb1c8b8402eb4c89354fd5e.bundle	-2061323811395931454	MI_ANPRC152 2	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_anprc1522_0f9819995e37d5c26e05cf64e7147b34.bundle	1920248233131373814	MI_ANPRC152	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_anprc1523_49e25ca9691b24bd976853f2fcbd6359.bundle	3371687762772050864	MI_ANPRC152 3	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_anprc152_2db0efde2749b46450e05c82eac54811.bundle	-961235257530011195	MI_ANPRC152	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_anprc152aor1_ba2e2c241e8383a70cdbf0038174418a.bundle	3478953563473434441	MI_ANPRC152 AOR1	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_anprc152coyote_da328514e293b288fd12b40a26f05ba8.bundle	899680461640922021	MI_ANPRC152 Coyote	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_anprc152mcb_d718cc0e54622bdc4b279225f52bc2f8.bundle	-1712086727720687845	MI_ANPRC152 MCB	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_anprc152rg_6cc8db9864acad5fea118ae488312434.bundle	-114047757725504077	MI_ANPRC152 RG	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_ate_hhv_helmet_3d79315a5657a7040374031a375dc547.bundle	-4720885503699408122	MI_ATE_HHV_Helmet	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_avs_aor1_f8714167dfcb6b1f429a637194400cc8.bundle	3434929097914647344	MI_AVS_AOR1	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_avs_atacs_0737b0d955b8848a8c372595e9584aed.bundle	-6715533499235335757	MI_AVS_ATACS	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_avs_blk_ca1db8430c53a338cb97a12f5185ada5.bundle	6456194014597584206	MI_AVS_BLK	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_avs_coyote_b72da15e044b5c52a0ceda2a3d21b963.bundle	6145191407202372862	MI_AVS_Coyote	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_avs_mc_6d2c325d29e171372a8a4dab6c369543.bundle	4308594460910464062	MI_AVS_MC	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_avs_mcb_ae538b15ed2ca0db2ba3a5b327f67092.bundle	6728863104023968878	MI_AVS_MCB	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_avs_rg_dd691a84aeabc0399a5b902594cf6425.bundle	4940644382376278341	MI_AVS_RG	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_avs_zipon_bag1_a331d4d5f2231ad7acdb5058a0b15ab9.bundle	-4871619664673676090	MI_AVS_Zipon_bag 1	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_bag_0073e8677e9a8036c1107061a2248f2d.bundle	5856598782443235450	MI_AVS_Zipon_bag	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_bagaor1_2e908e049a934d9c3c0a7fd97840592d.bundle	-5043912106328675856	MI_AVS_Zipon_bag AOR1	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_bagaor2_815be41a1c152a85eea5e54d44e0aeec.bundle	-2959771982749701320	MI_AVS_Zipon_bag AOR2	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_bagcoyote_661e03a6697b9bdb1d1c877b234b7db5.bundle	-6154806464276841775	MI_AVS_Zipon_bag Coyote	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_bagdeserttigerstripe_57a684d8334512e61ec418e2e0d3e762.bundle	-8845952928666911920	MI_AVS_Zipon_bag Desert Tigerstripe	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_baggray_f24ff2cb082104b3f130f2a698dd847e.bundle	7516177429162675266	MI_AVS_Zipon_bag Gray	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_bagm81_e6052f20ea37cfb17f3439e022b93cce.bundle	3072127874603085731	MI_AVS_Zipon_bag M81	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_bagmarpat_5a492ae3b552e6c7660abd0583325385.bundle	-1191098025615650668	MI_AVS_Zipon_bag Marpat	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_bagmarpatdesert_32d8b2eee716b3d99d2b3184a3466e8d.bundle	-2132858029774247076	MI_AVS_Zipon_bag Marpat Desert	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_bagmcarid_dea8730770cd67cb2788a931fdfdb14e.bundle	-4162172608217639080	MI_AVS_Zipon_bag MC Arid	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_bagmcb_be3994f6f3ffa311b328e5bf1ee04276.bundle	-427074114290286027	MI_AVS_Zipon_bag MCB	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_bagmulticamalpine_da1e717886a67192ee269cd2adf01059.bundle	-2769792326181797936	MI_AVS_Zipon_bag Multicam Alpine	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_bagmulticamtropic_360a941a2a509c3ed7884f61cde224e0.bundle	4106098044788148628	MI_AVS_Zipon_bag Multicam Tropic	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_bagodgreen_9762509fd919f94fcda3f86ff78e0195.bundle	-9070131063208931074	MI_AVS_Zipon_bag OD Green	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_avs_zipon_bagtigerstripe_5220fa3744b74adb065410c89cd677e8.bundle	496543230643598758	MI_AVS_Zipon_bag Tigerstripe	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_arcteryx_leaf_gray_f627d5b4c3055fb85b40c57c34684c52.bundle	4776101150072029047	MI_Backpack_Arcteryx_LEAF_Gray	-3661740934848837633	MilkShaders/Lit-Template
charactermodmaterials_assets_mi_backpack_arcteryx_leaf_ocp_3f636f7d4737db26f729c62a46ff6c9c.bundle	3532187542405099212	MI_Backpack_Arcteryx_LEAF_OCP	-3661740934848837633	MilkShaders/Lit-Template
charactermodmaterials_assets_mi_backpack_minimap1_7127326f3afde437f2e9c9fa301a3f13.bundle	-1174245861101350137	MI_Backpack_Minimap 1	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimap_58c5635462039891b0a68c51e2a4ae63.bundle	-7813776722555759916	MI_Backpack_Minimap	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimapaor1_383816a92502eedba5912a10c6a53559.bundle	-933814377450818734	MI_Backpack_Minimap AOR1	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimapaor2_56b3b62059661fced2d479f0f1e1b662.bundle	852292994713563981	MI_Backpack_Minimap AOR2	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimapcoyote_c6c4b6fd415f8d301ac937cc70609dbd.bundle	2195540931483112579	MI_Backpack_Minimap Coyote	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimapdesertmarpat_a76ae0f69547256b3aaf5ac6ccf978f7.bundle	985152876135140293	MI_Backpack_Minimap Desert Marpat	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimapdeserttigerstripe_4dee06b887b5e15a6bc93defd2647d87.bundle	7635615776451728577	MI_Backpack_Minimap Desert Tigerstripe	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimapgray_cc451b885594758666b63e23daefbb69.bundle	6738937393560950195	MI_Backpack_Minimap Gray	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimapm81_7ee7ababc5bc6efecd803d385f83b846.bundle	4848655966892018462	MI_Backpack_Minimap M81	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimapmarpat_524d28822ab366e4aa9ebf818e3c48d7.bundle	335755552724259577	MI_Backpack_Minimap Marpat	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimapmcb_5880438bbd075d226cc05dd0bf9fce5d.bundle	177898617704448265	MI_Backpack_Minimap MCB	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimapmulticamalpine_5ce063d6b4510d1b6cbd78d7a2f441ab.bundle	3846317706598481255	MI_Backpack_Minimap Multicam Alpine	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimapmulticamarid_19803b876a25ae15f6bf10ca04fb5132.bundle	-8842829529782322923	MI_Backpack_Minimap Multicam Arid	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimapmulticamtropic_780f9afb6dee1975d3e773aa6dde3cc5.bundle	-4295289378397645430	MI_Backpack_Minimap Multicam Tropic	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimapodgreen_5b680f1c0bec9ce5c87107ef4c408c70.bundle	5120795512073037571	MI_Backpack_Minimap OD Green	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_minimaptigerstripe_2648a6dba8052f12650bee8580f23f02.bundle	-8294162964271687789	MI_Backpack_Minimap Tigerstripe	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satl1_aac6156856112d9b14901e314927fbf8.bundle	-98948626323152790	MI_Backpack_SATL 1	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satl_5e4b86601941d1b3ad050a047b77ba9f.bundle	-5238454715980125723	MI_Backpack_SATL	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satlaor1_7db699edc629a23ef5dbd42821cbd48f.bundle	-4321925221487986546	MI_Backpack_SATL AOR1	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satlaor2_a75ba8a48240eafaf3bfd8cc3f7fd767.bundle	-7495758055260359465	MI_Backpack_SATL AOR2	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satlcoyote_4e2817bd383ff579b69e57b97ab22f81.bundle	9166304228703059405	MI_Backpack_SATL Coyote	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satldeserttigerstripe_52c368bcf79312525017169a91f817ac.bundle	-6218472144393912309	MI_Backpack_SATL Desert Tigerstripe	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satlgray_8125528fff1be476e00925cbc1d4eb0c.bundle	-7923990860090216047	MI_Backpack_SATL Gray	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satlm81_42a7813d402a7f7b3e453740cd4cad1d.bundle	5316456462240324191	MI_Backpack_SATL M81	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satlmarpat_0344d3a3f8dd4490638b396867aa6366.bundle	1330888363664780683	MI_Backpack_SATL Marpat	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satlmarpatdesert_83271d0fadd6ebe203ee07422ac5e85f.bundle	6993797082439230475	MI_Backpack_SATL Marpat Desert	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satlmcalpine_cc0df15f9cb16347b86589620dfd200a.bundle	8651748599005161753	MI_Backpack_SATL MC Alpine	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satlmcarid_ccfd93db2aa1b061105f7e6bcb5a5c1e.bundle	-4691854853123449443	MI_Backpack_SATL MC Arid	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satlmcb_fd7b0cc0b9ee89bf198d5f66adb3d6bc.bundle	6711329132923551284	MI_Backpack_SATL MCB	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satlmctropic_187352cb138a6fa146ab0e438e72f45e.bundle	6393095842908998628	MI_Backpack_SATL MC Tropic	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satlod_1ec3596ae855dba151451479de18bf1d.bundle	5057446845032156717	MI_Backpack_SATL OD	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpack_satltigerstripe_08fe5f1cb6143b8564917e22dd4f5567.bundle	-3801824302913870764	MI_Backpack_SATL Tigerstripe	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_backpanel_spiritus11_47da4ac0bfb1aa675a4cb5947a80c18e.bundle	-209518518014724401	MI_BackPanel_Spiritus 1	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritus1_c247d96fb9a266693954c9cfaea04e9b.bundle	8971480376004870770	MI_BackPanel_Spiritus	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritus_25d3b7f0ad228dcf6f76bca7703065e2.bundle	-6599208342620119837	MI_BackPanel_Spiritus	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritusaor1_7fd25ac7baea49c4489ae29a46a1887b.bundle	3707298361842105351	MI_BackPanel_Spiritus AOR1	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritusaor2_55b98d2a2fc8835614325af3df8531c4.bundle	-1189288608570756500	MI_BackPanel_Spiritus AOR2	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spirituscoyote_721a5c574ab549f05e0af71e96af6020.bundle	-2700374498714639838	MI_BackPanel_Spiritus Coyote	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritusdeserttigerstripe_2a7bf0de39d0f82c6d89d97664a416ef.bundle	-9142148380761410087	MI_BackPanel_Spiritus Desert Tigerstripe	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritusfde_4cf51930080825c3ac2d428f01ae0b02.bundle	-8277096876653608058	MI_BackPanel_Spiritus FDE	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritusgray_af6fb9c5696ee73d54b3708c17879424.bundle	-8819094330756393106	MI_BackPanel_Spiritus Gray	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritusm81_1256dac4a2fc549d613aca6adc6680b3.bundle	-2859462771472792156	MI_BackPanel_Spiritus M81	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritusmarpat_18dc7f95cd7921fdf8e5f464dff49766.bundle	4311200823626334824	MI_BackPanel_Spiritus Marpat	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritusmarpatdesert_63f0706ef07a2406fc07c0ecd2ebddff.bundle	7015122958527384810	MI_BackPanel_Spiritus Marpat Desert	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritusmcalpine_b9af3632199f1ad56587983dcf79e1b4.bundle	-1437627606085830144	MI_BackPanel_Spiritus MC Alpine	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritusmcarid_3c6f406d8f9bd9f45e01fe76bcd1dbb0.bundle	-1212775868109940072	MI_BackPanel_Spiritus MC Arid	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritusmcb_be60f98451a915b2c4456eee8d901d3b.bundle	-204665420568231920	MI_BackPanel_Spiritus MCB	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritusmctropic_8ca2a7c1d5348a8a8276ff4a8780d67f.bundle	-6947362110111011937	MI_BackPanel_Spiritus MC Tropic	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritusodgreen_8723228777989875452c268b109649e6.bundle	-2953554681335534625	MI_BackPanel_Spiritus OD Green	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_backpanel_spiritustigerstripe_8c2bb2d74eedb1ff3598c52ce02754a6.bundle	8135433778172456630	MI_BackPanel_Spiritus Tigerstripe	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_bakcpack_delta1_b9029fc67ee5d8d0c4e2de980ea1d8dc.bundle	-1059473453776482413	MI_Bakcpack_Delta 1	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_delta_1fdde5a3d272fe801d7b02e6463f807e.bundle	-935388053828120341	MI_Bakcpack_Delta	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_deltaaor1_4d4b5ea352f7a60ddda07b989ea9779f.bundle	-8583100397928824789	MI_Bakcpack_Delta AOR 1	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_deltaaor2_f9b8e4733b8c78c46a6588cb523ff75c.bundle	5026134696197644150	MI_Bakcpack_Delta AOR2	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_deltacoyote_8f267a77109428d14ee20f96ce4a06f5.bundle	4293192448028158522	MI_Bakcpack_Delta Coyote	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_deltadeserttigerstripe_4dfd84f898eb0e781575f2bd984fc727.bundle	5953956343255830301	MI_Bakcpack_Delta Desert Tigerstripe	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_deltagray_8bbb19e645e25d5f4ff3f7955d3979df.bundle	6908455126518640101	MI_Bakcpack_Delta Gray	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_deltam81_3f2e0c9456e589a9873f4b417b643384.bundle	-5379799544678264030	MI_Bakcpack_Delta M81	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_deltamarpat_fd8e158f0e361c94bc02b7ecc37b9ffd.bundle	1440858846762924662	MI_Bakcpack_Delta Marpat	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_deltamarpatdesert_2363001d70d8ed71c76bb15743b5ba8d.bundle	-2135610500560895474	MI_Bakcpack_Delta Marpat Desert	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_deltamcalpine_defa9db2f5c64e2e47843560bfa5ee0c.bundle	5584672962189467905	MI_Bakcpack_Delta MC Alpine	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_deltamcarid_6b4e469a13fa43c887e375b514cdd69b.bundle	3784179743553496890	MI_Bakcpack_Delta MC Arid	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_deltamcb_6a4d0d36bfafd71280a1f1243e2349bb.bundle	7963446624056108810	MI_Bakcpack_Delta MCB	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_deltamctropic_fbb60f524462f28188a8819794800cb4.bundle	-4084472801618633984	MI_Bakcpack_Delta MC Tropic	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_deltaodgreen_4526711f267b39c6945b00b0c673a13b.bundle	324074432084755594	MI_Bakcpack_Delta OD Green	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_bakcpack_deltatigerstripe_397437a6c2b08446c85171a93bfae751.bundle	6546287148099435197	MI_Bakcpack_Delta Tigerstripe	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_balaclava_coyote_b106cc2d109381587a69318a754f1ba6.bundle	-7095401246918984340	MI_Balaclava_Coyote	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_balaclava_mc_9d97471849507150b94475b19ed8bd30.bundle	5214257014167048012	MI_Balaclava_MC	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_balaclava_mcb1_e54aad29518bc90155d854fc0bbca832.bundle	-6980024476993985353	MI_Balaclava_MCB 1	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_balaclava_phantom_blk_1472942299522ee61df21009547badc8.bundle	-8897342410606710547	MI_Balaclava_Phantom_BLK	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_balaclava_phantom_tan_0c91106d894ab1392910fbe0d0e6d5c1.bundle	1466606965856763674	MI_Balaclava_Phantom_Tan	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_balaclava_rg_255823a01a58805529c2f62e3dfb80bd.bundle	-4335351122463081076	MI_Balaclava_RG	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_balaclava_skull_c2661a0df2598a40cd8d081e5a10ad58.bundle	6427877532075765863	MI_Balaclava_Skull	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_balaclava_tan1_d653415486c8e463698b2d475023212d.bundle	-2738105268380667274	MI_Balaclava_Tan 1	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_balaclava_tan_6f0bbdaa45587ef7e63b868bfc1763cf.bundle	-8809437516224991232	MI_Balaclava_Tan	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_balaclava_wh_c0f18587d3101a965dcdd4b8e3780d00.bundle	-4353603872059697793	MI_Balaclava_WH	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_belt_bison_aor1_4b7bde9ae00187220b5ebee0e4bb8124.bundle	-1629511062226778744	MI_Belt_Bison_AOR1	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_belt_bison_aor2_40ff0ce88a7da11fb0027b9cd41f3fca.bundle	2160371330236993206	MI_Belt_Bison_AOR2	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_belt_bison_coyote_14b6be50dd60987e29348f924eeef6fc.bundle	-260690053785825778	MI_Belt_Bison_Coyote	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_belt_bison_mc1_36740d083fa5ef8f042d71bced4c780d.bundle	-1112252023392884495	MI_Belt_Bison_MC 1	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_belt_bison_mc_2d48b2f6edf97250409ca6a1c8c978b3.bundle	1831363031322230786	MI_Belt_Bison_MC	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_belt_bison_mcb_fb0379c2d0179724eb7525a4b7d4da0e.bundle	2958408848022295819	MI_Belt_Bison_MCB	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_belt_bison_rg_4b31296db3f0075978a5594b6af57bfc.bundle	-5639908993001319152	MI_Belt_Bison_RG	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_belt_tyr1_58c56a0f15a821f2029584c6d6066eca.bundle	-5253544126517930506	MI_Belt_TYR 1	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_belt_tyr_322293f15f35a92789114f74d84e431d.bundle	1074056279727631013	MI_Belt_TYR	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_belt_tyr_gunfighter_mab_coyote_6cfb41067387f4f191e268ef98740cfd.bundle	7910907316882691948	MI_Belt_TYR_Gunfighter_MAB_Coyote	-3661740934848837633	MilkShaders/Lit-Template
charactermodmaterials_assets_mi_belt_tyr_gunfighter_mab_ocp_0744a9cb0ecf7c8c7c4d53ef522c649a.bundle	-7577472628000786748	MI_Belt_TYR_Gunfighter_MAB_OCP	-3661740934848837633	MilkShaders/Lit-Template
charactermodmaterials_assets_mi_belt_tyraor1_742c6fdebd3b228060c31fd09ba03000.bundle	-4957727632158094412	MI_Belt_TYR AOR1	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_belt_tyraor2_2ed3c9984fcf8a831fdcfc234f7e9cdf.bundle	2918657100175603237	MI_Belt_TYR AOR2	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_belt_tyrcoyote_53a6a861d2cad3a20c6d713301f10cd9.bundle	1057040088836116356	MI_Belt_TYR Coyote	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_belt_tyrmcb_89846f0658374e3ee6e934a86bd61541.bundle	6201165891864173548	MI_Belt_TYR MCB	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_belt_tyrrg_07cc2a3180d3dc2d2bf3fa719f393575.bundle	-3847828267063722015	MI_Belt_TYR RG	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_bolt_cutters_232d5bfc16d1b6415be3c2f0877338f7.bundle	-8062192472509720289	MI_Bolt_Cutters	7322088784485553867	HDRP/Lit
charactermodmaterials_assets_mi_boots1_eba44896bf8218914d222afe0040be4c.bundle	381147435132533083	MI_Boots 1	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_boots2_0535de684d0de88f742d398bc245a015.bundle	6625052281470066557	MI_Boots 2	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_boots3_8b4b6299cb83d03da0d514a73ee38267.bundle	-5462267150439019744	MI_Boots 3	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_boots_ee1d5f47fc3d023067732c4d42331432.bundle	-7253583487663901352	MI_Boots	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
charactermodmaterials_assets_mi_br_knive_14c2a4d9cae21e4b0a58e3de320195ac.bundle	2962227215789208422	MI_BR_Knive	7322088784485553867	HDRP/Lit
